/Users/velocityworks/PycharmProjects/z_metric/.venv/bin/python /Users/velocityworks/PycharmProjects/z_metric/src/main/sandbox/main.py
🚀 Bootstrapping 360-prime wheel...
✅ Wheel initialized with 360 primes (up to 2423)
🌟 COLLISION! Prime 6271 at position 151 (collision #454)
🌟 COLLISION! Prime 6277 at position 157 (collision #455)
🌟 COLLISION! Prime 6287 at position 167 (collision #456)
🌟 COLLISION! Prime 6299 at position 179 (collision #457)
🌟 COLLISION! Prime 6301 at position 181 (collision #458)
🌟 COLLISION! Prime 6311 at position 191 (collision #459)
🌟 COLLISION! Prime 6317 at position 197 (collision #460)
🌟 COLLISION! Prime 6323 at position 203 (collision #461)
🌟 COLLISION! Prime 6329 at position 209 (collision #462)
🌟 COLLISION! Prime 6337 at position 217 (collision #463)
🌟 COLLISION! Prime 6343 at position 223 (collision #464)
🌟 COLLISION! Prime 6353 at position 233 (collision #465)
🌟 COLLISION! Prime 6359 at position 239 (collision #466)
🌟 COLLISION! Prime 6361 at position 241 (collision #467)
🌟 COLLISION! Prime 6367 at position 247 (collision #468)
🌟 COLLISION! Prime 6373 at position 253 (collision #469)
🌟 COLLISION! Prime 6379 at position 259 (collision #470)
🌟 COLLISION! Prime 6389 at position 269 (collision #471)
🌟 COLLISION! Prime 6397 at position 277 (collision #472)
🌟 COLLISION! Prime 6421 at position 301 (collision #473)
🌟 COLLISION! Prime 6427 at position 307 (collision #474)
🌟 COLLISION! Prime 6449 at position 329 (collision #475)
🌟 COLLISION! Prime 6451 at position 331 (collision #476)
🌟 COLLISION! Prime 6469 at position 349 (collision #477)
🌟 COLLISION! Prime 6473 at position 353 (collision #478)
🌟 COLLISION! Prime 6481 at position 1 (collision #479)
🌟 COLLISION! Prime 6491 at position 11 (collision #480)
🌟 COLLISION! Prime 6521 at position 41 (collision #481)
🌟 COLLISION! Prime 6529 at position 49 (collision #482)
🌟 COLLISION! Prime 6547 at position 67 (collision #483)
🌟 COLLISION! Prime 6551 at position 71 (collision #484)
🌟 COLLISION! Prime 6553 at position 73 (collision #485)
🌟 COLLISION! Prime 6563 at position 83 (collision #486)
🌟 COLLISION! Prime 6569 at position 89 (collision #487)
🌟 COLLISION! Prime 6571 at position 91 (collision #488)
🌟 COLLISION! Prime 6577 at position 97 (collision #489)
🌟 COLLISION! Prime 6581 at position 101 (collision #490)
🌟 COLLISION! Prime 6599 at position 119 (collision #491)
🌟 COLLISION! Prime 6607 at position 127 (collision #492)
🌟 COLLISION! Prime 6619 at position 139 (collision #493)
🌟 COLLISION! Prime 6637 at position 157 (collision #494)
🌟 COLLISION! Prime 6653 at position 173 (collision #495)
🌟 COLLISION! Prime 6659 at position 179 (collision #496)
🌟 COLLISION! Prime 6661 at position 181 (collision #497)
🌟 COLLISION! Prime 6673 at position 193 (collision #498)
🌟 COLLISION! Prime 6679 at position 199 (collision #499)
🌟 COLLISION! Prime 6689 at position 209 (collision #500)
🌟 COLLISION! Prime 6701 at position 221 (collision #501)
🌟 COLLISION! Prime 6703 at position 223 (collision #502)
🌟 COLLISION! Prime 6709 at position 229 (collision #503)
🌟 COLLISION! Prime 6719 at position 239 (collision #504)
🌟 COLLISION! Prime 6733 at position 253 (collision #505)
🌟 COLLISION! Prime 6737 at position 257 (collision #506)
🌟 COLLISION! Prime 6761 at position 281 (collision #507)
🌟 COLLISION! Prime 6763 at position 283 (collision #508)
🌟 COLLISION! Prime 6779 at position 299 (collision #509)
🌟 COLLISION! Prime 6781 at position 301 (collision #510)
🌟 COLLISION! Prime 6791 at position 311 (collision #511)
🌟 COLLISION! Prime 6793 at position 313 (collision #512)
🌟 COLLISION! Prime 6803 at position 323 (collision #513)
🌟 COLLISION! Prime 6823 at position 343 (collision #514)
🌟 COLLISION! Prime 6827 at position 347 (collision #515)
🌟 COLLISION! Prime 6829 at position 349 (collision #516)
🌟 COLLISION! Prime 6833 at position 353 (collision #517)
🌟 COLLISION! Prime 6841 at position 1 (collision #518)
🌟 COLLISION! Prime 6857 at position 17 (collision #519)
🌟 COLLISION! Prime 6863 at position 23 (collision #520)
🌟 COLLISION! Prime 6869 at position 29 (collision #521)
🌟 COLLISION! Prime 6871 at position 31 (collision #522)
🌟 COLLISION! Prime 6883 at position 43 (collision #523)
🌟 COLLISION! Prime 6899 at position 59 (collision #524)
🌟 COLLISION! Prime 6907 at position 67 (collision #525)
🌟 COLLISION! Prime 6911 at position 71 (collision #526)
🌟 COLLISION! Prime 6917 at position 77 (collision #527)
🌟 COLLISION! Prime 6947 at position 107 (collision #528)
🌟 COLLISION! Prime 6949 at position 109 (collision #529)
🌟 COLLISION! Prime 6959 at position 119 (collision #530)
🌟 COLLISION! Prime 6961 at position 121 (collision #531)
🌟 COLLISION! Prime 6967 at position 127 (collision #532)
🌟 COLLISION! Prime 6971 at position 131 (collision #533)
🌟 COLLISION! Prime 6977 at position 137 (collision #534)
🌟 COLLISION! Prime 6983 at position 143 (collision #535)
🌟 COLLISION! Prime 6991 at position 151 (collision #536)
🌟 COLLISION! Prime 6997 at position 157 (collision #537)
🌟 COLLISION! Prime 7001 at position 161 (collision #538)
🌟 COLLISION! Prime 7013 at position 173 (collision #539)
🌟 COLLISION! Prime 7019 at position 179 (collision #540)
🌟 COLLISION! Prime 7027 at position 187 (collision #541)
🌟 COLLISION! Prime 7039 at position 199 (collision #542)
🌟 COLLISION! Prime 7043 at position 203 (collision #543)
🌟 COLLISION! Prime 7057 at position 217 (collision #544)
🌟 COLLISION! Prime 7069 at position 229 (collision #545)
🌟 COLLISION! Prime 7079 at position 239 (collision #546)
🌟 COLLISION! Prime 7103 at position 263 (collision #547)
🌟 COLLISION! Prime 7109 at position 269 (collision #548)
🌟 COLLISION! Prime 7121 at position 281 (collision #549)
🌟 COLLISION! Prime 7127 at position 287 (collision #550)
🌟 COLLISION! Prime 7129 at position 289 (collision #551)
🌟 COLLISION! Prime 7151 at position 311 (collision #552)
🌟 COLLISION! Prime 7159 at position 319 (collision #553)
🌟 COLLISION! Prime 7177 at position 337 (collision #554)
🌟 COLLISION! Prime 7187 at position 347 (collision #555)
🌟 COLLISION! Prime 7193 at position 353 (collision #556)
🌟 COLLISION! Prime 7207 at position 7 (collision #557)
🌟 COLLISION! Prime 7211 at position 11 (collision #558)
🌟 COLLISION! Prime 7213 at position 13 (collision #559)
🌟 COLLISION! Prime 7219 at position 19 (collision #560)
🌟 COLLISION! Prime 7229 at position 29 (collision #561)
🌟 COLLISION! Prime 7237 at position 37 (collision #562)
🌟 COLLISION! Prime 7243 at position 43 (collision #563)
🌟 COLLISION! Prime 7247 at position 47 (collision #564)
🌟 COLLISION! Prime 7253 at position 53 (collision #565)
🌟 COLLISION! Prime 7283 at position 83 (collision #566)
🌟 COLLISION! Prime 7297 at position 97 (collision #567)
🌟 COLLISION! Prime 7307 at position 107 (collision #568)
🌟 COLLISION! Prime 7309 at position 109 (collision #569)
🌟 COLLISION! Prime 7321 at position 121 (collision #570)
🌟 COLLISION! Prime 7331 at position 131 (collision #571)
🌟 COLLISION! Prime 7333 at position 133 (collision #572)
🌟 COLLISION! Prime 7349 at position 149 (collision #573)
🌟 COLLISION! Prime 7351 at position 151 (collision #574)
🌟 COLLISION! Prime 7369 at position 169 (collision #575)
🌟 COLLISION! Prime 7393 at position 193 (collision #576)
🌟 COLLISION! Prime 7411 at position 211 (collision #577)
🌟 COLLISION! Prime 7417 at position 217 (collision #578)
🌟 COLLISION! Prime 7433 at position 233 (collision #579)
🌟 COLLISION! Prime 7451 at position 251 (collision #580)
🌟 COLLISION! Prime 7457 at position 257 (collision #581)
🌟 COLLISION! Prime 7459 at position 259 (collision #582)
🌟 COLLISION! Prime 7477 at position 277 (collision #583)
🌟 COLLISION! Prime 7481 at position 281 (collision #584)
🌟 COLLISION! Prime 7487 at position 287 (collision #585)
🌟 COLLISION! Prime 7489 at position 289 (collision #586)
🌟 COLLISION! Prime 7499 at position 299 (collision #587)
🌟 COLLISION! Prime 7507 at position 307 (collision #588)
🌟 COLLISION! Prime 7517 at position 317 (collision #589)
🌟 COLLISION! Prime 7523 at position 323 (collision #590)
🌟 COLLISION! Prime 7529 at position 329 (collision #591)
🌟 COLLISION! Prime 7537 at position 337 (collision #592)
🌟 COLLISION! Prime 7541 at position 341 (collision #593)
🌟 COLLISION! Prime 7547 at position 347 (collision #594)
🌟 COLLISION! Prime 7549 at position 349 (collision #595)
🌟 COLLISION! Prime 7559 at position 359 (collision #596)
🌟 COLLISION! Prime 7561 at position 1 (collision #597)
🌟 COLLISION! Prime 7573 at position 13 (collision #598)
🌟 COLLISION! Prime 7577 at position 17 (collision #599)
🌟 COLLISION! Prime 7583 at position 23 (collision #600)
🌟 COLLISION! Prime 7589 at position 29 (collision #601)
🌟 COLLISION! Prime 7591 at position 31 (collision #602)
🌟 COLLISION! Prime 7603 at position 43 (collision #603)
🌟 COLLISION! Prime 7607 at position 47 (collision #604)
🌟 COLLISION! Prime 7621 at position 61 (collision #605)
🌟 COLLISION! Prime 7639 at position 79 (collision #606)
🌟 COLLISION! Prime 7643 at position 83 (collision #607)
🌟 COLLISION! Prime 7649 at position 89 (collision #608)
🌟 COLLISION! Prime 7669 at position 109 (collision #609)
🌟 COLLISION! Prime 7673 at position 113 (collision #610)
🌟 COLLISION! Prime 7681 at position 121 (collision #611)
🌟 COLLISION! Prime 7687 at position 127 (collision #612)
🌟 COLLISION! Prime 7691 at position 131 (collision #613)
🌟 COLLISION! Prime 7699 at position 139 (collision #614)
🌟 COLLISION! Prime 7703 at position 143 (collision #615)
🌟 COLLISION! Prime 7717 at position 157 (collision #616)
🌟 COLLISION! Prime 7723 at position 163 (collision #617)
🌟 COLLISION! Prime 7727 at position 167 (collision #618)
🌟 COLLISION! Prime 7741 at position 181 (collision #619)
🌟 COLLISION! Prime 7753 at position 193 (collision #620)
🌟 COLLISION! Prime 7757 at position 197 (collision #621)
🌟 COLLISION! Prime 7759 at position 199 (collision #622)
🌟 COLLISION! Prime 7789 at position 229 (collision #623)
🌟 COLLISION! Prime 7793 at position 233 (collision #624)
🌟 COLLISION! Prime 7817 at position 257 (collision #625)
🌟 COLLISION! Prime 7823 at position 263 (collision #626)
🌟 COLLISION! Prime 7829 at position 269 (collision #627)
🌟 COLLISION! Prime 7841 at position 281 (collision #628)
🌟 COLLISION! Prime 7853 at position 293 (collision #629)
🌟 COLLISION! Prime 7867 at position 307 (collision #630)
🌟 COLLISION! Prime 7873 at position 313 (collision #631)
🌟 COLLISION! Prime 7877 at position 317 (collision #632)
🌟 COLLISION! Prime 7879 at position 319 (collision #633)
🌟 COLLISION! Prime 7883 at position 323 (collision #634)
🌟 COLLISION! Prime 7901 at position 341 (collision #635)
🌟 COLLISION! Prime 7907 at position 347 (collision #636)
🌟 COLLISION! Prime 7919 at position 359 (collision #637)
🌟 COLLISION! Prime 7927 at position 7 (collision #638)
🌟 COLLISION! Prime 7933 at position 13 (collision #639)
🌟 COLLISION! Prime 7937 at position 17 (collision #640)
🌟 COLLISION! Prime 7949 at position 29 (collision #641)
🌟 COLLISION! Prime 7951 at position 31 (collision #642)
🌟 COLLISION! Prime 7963 at position 43 (collision #643)
🌟 COLLISION! Prime 7993 at position 73 (collision #644)
🌟 COLLISION! Prime 8009 at position 89 (collision #645)
🌟 COLLISION! Prime 8011 at position 91 (collision #646)
🌟 COLLISION! Prime 8017 at position 97 (collision #647)
🌟 COLLISION! Prime 8039 at position 119 (collision #648)
🌟 COLLISION! Prime 8053 at position 133 (collision #649)
🌟 COLLISION! Prime 8059 at position 139 (collision #650)
🌟 COLLISION! Prime 8069 at position 149 (collision #651)
🌟 COLLISION! Prime 8081 at position 161 (collision #652)
🌟 COLLISION! Prime 8087 at position 167 (collision #653)
🌟 COLLISION! Prime 8089 at position 169 (collision #654)
🌟 COLLISION! Prime 8093 at position 173 (collision #655)
🌟 COLLISION! Prime 8101 at position 181 (collision #656)
🌟 COLLISION! Prime 8111 at position 191 (collision #657)
🌟 COLLISION! Prime 8117 at position 197 (collision #658)
🌟 COLLISION! Prime 8123 at position 203 (collision #659)
🌟 COLLISION! Prime 8147 at position 227 (collision #660)
🌟 COLLISION! Prime 8161 at position 241 (collision #661)
🌟 COLLISION! Prime 8167 at position 247 (collision #662)
🌟 COLLISION! Prime 8171 at position 251 (collision #663)
🌟 COLLISION! Prime 8179 at position 259 (collision #664)
🌟 COLLISION! Prime 8209 at position 289 (collision #665)
🌟 COLLISION! Prime 8219 at position 299 (collision #666)
🌟 COLLISION! Prime 8221 at position 301 (collision #667)
🌟 COLLISION! Prime 8231 at position 311 (collision #668)
🌟 COLLISION! Prime 8233 at position 313 (collision #669)
🌟 COLLISION! Prime 8237 at position 317 (collision #670)
🌟 COLLISION! Prime 8243 at position 323 (collision #671)
🌟 COLLISION! Prime 8263 at position 343 (collision #672)
🌟 COLLISION! Prime 8269 at position 349 (collision #673)
🌟 COLLISION! Prime 8273 at position 353 (collision #674)
🌟 COLLISION! Prime 8287 at position 7 (collision #675)
🌟 COLLISION! Prime 8291 at position 11 (collision #676)
🌟 COLLISION! Prime 8293 at position 13 (collision #677)
🌟 COLLISION! Prime 8297 at position 17 (collision #678)
🌟 COLLISION! Prime 8311 at position 31 (collision #679)
🌟 COLLISION! Prime 8317 at position 37 (collision #680)
🌟 COLLISION! Prime 8329 at position 49 (collision #681)
🌟 COLLISION! Prime 8353 at position 73 (collision #682)
🌟 COLLISION! Prime 8363 at position 83 (collision #683)
🌟 COLLISION! Prime 8369 at position 89 (collision #684)
🌟 COLLISION! Prime 8377 at position 97 (collision #685)
🌟 COLLISION! Prime 8387 at position 107 (collision #686)
🌟 COLLISION! Prime 8389 at position 109 (collision #687)
🌟 COLLISION! Prime 8419 at position 139 (collision #688)
🌟 COLLISION! Prime 8423 at position 143 (collision #689)
🌟 COLLISION! Prime 8429 at position 149 (collision #690)
🌟 COLLISION! Prime 8431 at position 151 (collision #691)
🌟 COLLISION! Prime 8443 at position 163 (collision #692)
🌟 COLLISION! Prime 8447 at position 167 (collision #693)
🌟 COLLISION! Prime 8461 at position 181 (collision #694)
🌟 COLLISION! Prime 8467 at position 187 (collision #695)
🌟 COLLISION! Prime 8501 at position 221 (collision #696)
🌟 COLLISION! Prime 8513 at position 233 (collision #697)
🌟 COLLISION! Prime 8521 at position 241 (collision #698)
🌟 COLLISION! Prime 8527 at position 247 (collision #699)
🌟 COLLISION! Prime 8537 at position 257 (collision #700)
🌟 COLLISION! Prime 8539 at position 259 (collision #701)
🌟 COLLISION! Prime 8543 at position 263 (collision #702)
🌟 COLLISION! Prime 8563 at position 283 (collision #703)
🌟 COLLISION! Prime 8573 at position 293 (collision #704)
🌟 COLLISION! Prime 8581 at position 301 (collision #705)
🌟 COLLISION! Prime 8597 at position 317 (collision #706)
🌟 COLLISION! Prime 8599 at position 319 (collision #707)
🌟 COLLISION! Prime 8609 at position 329 (collision #708)
🌟 COLLISION! Prime 8623 at position 343 (collision #709)
🌟 COLLISION! Prime 8627 at position 347 (collision #710)
🌟 COLLISION! Prime 8629 at position 349 (collision #711)
🌟 COLLISION! Prime 8641 at position 1 (collision #712)
🌟 COLLISION! Prime 8647 at position 7 (collision #713)
🌟 COLLISION! Prime 8663 at position 23 (collision #714)
🌟 COLLISION! Prime 8669 at position 29 (collision #715)
🌟 COLLISION! Prime 8677 at position 37 (collision #716)
🌟 COLLISION! Prime 8681 at position 41 (collision #717)
🌟 COLLISION! Prime 8689 at position 49 (collision #718)
🌟 COLLISION! Prime 8693 at position 53 (collision #719)
🌟 COLLISION! Prime 8699 at position 59 (collision #720)
🌟 COLLISION! Prime 8707 at position 67 (collision #721)
🌟 COLLISION! Prime 8713 at position 73 (collision #722)
🌟 COLLISION! Prime 8719 at position 79 (collision #723)
🌟 COLLISION! Prime 8731 at position 91 (collision #724)
🌟 COLLISION! Prime 8737 at position 97 (collision #725)
🌟 COLLISION! Prime 8741 at position 101 (collision #726)
🌟 COLLISION! Prime 8747 at position 107 (collision #727)
🌟 COLLISION! Prime 8753 at position 113 (collision #728)
🌟 COLLISION! Prime 8761 at position 121 (collision #729)
🌟 COLLISION! Prime 8779 at position 139 (collision #730)
🌟 COLLISION! Prime 8783 at position 143 (collision #731)
🌟 COLLISION! Prime 8803 at position 163 (collision #732)
🌟 COLLISION! Prime 8807 at position 167 (collision #733)
🌟 COLLISION! Prime 8819 at position 179 (collision #734)
🌟 COLLISION! Prime 8821 at position 181 (collision #735)
🌟 COLLISION! Prime 8831 at position 191 (collision #736)
🌟 COLLISION! Prime 8837 at position 197 (collision #737)
🌟 COLLISION! Prime 8839 at position 199 (collision #738)
🌟 COLLISION! Prime 8849 at position 209 (collision #739)
🌟 COLLISION! Prime 8861 at position 221 (collision #740)
🌟 COLLISION! Prime 8863 at position 223 (collision #741)
🌟 COLLISION! Prime 8867 at position 227 (collision #742)
🌟 COLLISION! Prime 8887 at position 247 (collision #743)
🌟 COLLISION! Prime 8893 at position 253 (collision #744)
🌟 COLLISION! Prime 8923 at position 283 (collision #745)
🌟 COLLISION! Prime 8929 at position 289 (collision #746)
🌟 COLLISION! Prime 8933 at position 293 (collision #747)
🌟 COLLISION! Prime 8941 at position 301 (collision #748)
🌟 COLLISION! Prime 8951 at position 311 (collision #749)
🌟 COLLISION! Prime 8963 at position 323 (collision #750)
🌟 COLLISION! Prime 8969 at position 329 (collision #751)
🌟 COLLISION! Prime 8971 at position 331 (collision #752)
🌟 COLLISION! Prime 8999 at position 359 (collision #753)
