/Users/velocityworks/PycharmProjects/z_metric/.venv/bin/python /Users/velocityworks/PycharmProjects/z_metric/src/main/sandbox/main.py
🚀 Bootstrapping 360-prime wheel...
✅ Wheel initialized with 360 primes (up to 2423)
🌟 COLLISION! Prime 32353 at position 313 (collision #3088)
🌟 COLLISION! Prime 32359 at position 319 (collision #3089)
🌟 COLLISION! Prime 32363 at position 323 (collision #3090)
🌟 COLLISION! Prime 32369 at position 329 (collision #3091)
🌟 COLLISION! Prime 32371 at position 331 (collision #3092)
🌟 COLLISION! Prime 32377 at position 337 (collision #3093)
🌟 COLLISION! Prime 32381 at position 341 (collision #3094)
🌟 COLLISION! Prime 32401 at position 1 (collision #3095)
🌟 COLLISION! Prime 32411 at position 11 (collision #3096)
🌟 COLLISION! Prime 32413 at position 13 (collision #3097)
🌟 COLLISION! Prime 32423 at position 23 (collision #3098)
🌟 COLLISION! Prime 32429 at position 29 (collision #3099)
🌟 COLLISION! Prime 32441 at position 41 (collision #3100)
🌟 COLLISION! Prime 32443 at position 43 (collision #3101)
🌟 COLLISION! Prime 32467 at position 67 (collision #3102)
🌟 COLLISION! Prime 32479 at position 79 (collision #3103)
🌟 COLLISION! Prime 32491 at position 91 (collision #3104)
🌟 COLLISION! Prime 32497 at position 97 (collision #3105)
🌟 COLLISION! Prime 32503 at position 103 (collision #3106)
🌟 COLLISION! Prime 32507 at position 107 (collision #3107)
🌟 COLLISION! Prime 32531 at position 131 (collision #3108)
🌟 COLLISION! Prime 32533 at position 133 (collision #3109)
🌟 COLLISION! Prime 32537 at position 137 (collision #3110)
🌟 COLLISION! Prime 32561 at position 161 (collision #3111)
🌟 COLLISION! Prime 32563 at position 163 (collision #3112)
🌟 COLLISION! Prime 32569 at position 169 (collision #3113)
🌟 COLLISION! Prime 32573 at position 173 (collision #3114)
🌟 COLLISION! Prime 32579 at position 179 (collision #3115)
🌟 COLLISION! Prime 32587 at position 187 (collision #3116)
🌟 COLLISION! Prime 32603 at position 203 (collision #3117)
🌟 COLLISION! Prime 32609 at position 209 (collision #3118)
🌟 COLLISION! Prime 32611 at position 211 (collision #3119)
🌟 COLLISION! Prime 32621 at position 221 (collision #3120)
🌟 COLLISION! Prime 32633 at position 233 (collision #3121)
🌟 COLLISION! Prime 32647 at position 247 (collision #3122)
🌟 COLLISION! Prime 32653 at position 253 (collision #3123)
🌟 COLLISION! Prime 32687 at position 287 (collision #3124)
🌟 COLLISION! Prime 32693 at position 293 (collision #3125)
🌟 COLLISION! Prime 32707 at position 307 (collision #3126)
🌟 COLLISION! Prime 32713 at position 313 (collision #3127)
🌟 COLLISION! Prime 32717 at position 317 (collision #3128)
🌟 COLLISION! Prime 32719 at position 319 (collision #3129)
🌟 COLLISION! Prime 32749 at position 349 (collision #3130)
🌟 COLLISION! Prime 32771 at position 11 (collision #3131)
🌟 COLLISION! Prime 32779 at position 19 (collision #3132)
🌟 COLLISION! Prime 32783 at position 23 (collision #3133)
🌟 COLLISION! Prime 32789 at position 29 (collision #3134)
🌟 COLLISION! Prime 32797 at position 37 (collision #3135)
🌟 COLLISION! Prime 32801 at position 41 (collision #3136)
🌟 COLLISION! Prime 32803 at position 43 (collision #3137)
🌟 COLLISION! Prime 32831 at position 71 (collision #3138)
🌟 COLLISION! Prime 32833 at position 73 (collision #3139)
🌟 COLLISION! Prime 32839 at position 79 (collision #3140)
🌟 COLLISION! Prime 32843 at position 83 (collision #3141)
🌟 COLLISION! Prime 32869 at position 109 (collision #3142)
🌟 COLLISION! Prime 32887 at position 127 (collision #3143)
🌟 COLLISION! Prime 32909 at position 149 (collision #3144)
🌟 COLLISION! Prime 32911 at position 151 (collision #3145)
🌟 COLLISION! Prime 32917 at position 157 (collision #3146)
🌟 COLLISION! Prime 32933 at position 173 (collision #3147)
🌟 COLLISION! Prime 32939 at position 179 (collision #3148)
🌟 COLLISION! Prime 32941 at position 181 (collision #3149)
🌟 COLLISION! Prime 32957 at position 197 (collision #3150)
🌟 COLLISION! Prime 32969 at position 209 (collision #3151)
🌟 COLLISION! Prime 32971 at position 211 (collision #3152)
🌟 COLLISION! Prime 32983 at position 223 (collision #3153)
🌟 COLLISION! Prime 32987 at position 227 (collision #3154)
🌟 COLLISION! Prime 32993 at position 233 (collision #3155)
🌟 COLLISION! Prime 32999 at position 239 (collision #3156)
🌟 COLLISION! Prime 33013 at position 253 (collision #3157)
🌟 COLLISION! Prime 33023 at position 263 (collision #3158)
🌟 COLLISION! Prime 33029 at position 269 (collision #3159)
🌟 COLLISION! Prime 33037 at position 277 (collision #3160)
🌟 COLLISION! Prime 33049 at position 289 (collision #3161)
🌟 COLLISION! Prime 33053 at position 293 (collision #3162)
🌟 COLLISION! Prime 33071 at position 311 (collision #3163)
🌟 COLLISION! Prime 33073 at position 313 (collision #3164)
🌟 COLLISION! Prime 33083 at position 323 (collision #3165)
🌟 COLLISION! Prime 33091 at position 331 (collision #3166)
🌟 COLLISION! Prime 33107 at position 347 (collision #3167)
🌟 COLLISION! Prime 33113 at position 353 (collision #3168)
🌟 COLLISION! Prime 33119 at position 359 (collision #3169)
🌟 COLLISION! Prime 33149 at position 29 (collision #3170)
🌟 COLLISION! Prime 33151 at position 31 (collision #3171)
🌟 COLLISION! Prime 33161 at position 41 (collision #3172)
🌟 COLLISION! Prime 33179 at position 59 (collision #3173)
🌟 COLLISION! Prime 33181 at position 61 (collision #3174)
🌟 COLLISION! Prime 33191 at position 71 (collision #3175)
🌟 COLLISION! Prime 33199 at position 79 (collision #3176)
🌟 COLLISION! Prime 33203 at position 83 (collision #3177)
🌟 COLLISION! Prime 33211 at position 91 (collision #3178)
🌟 COLLISION! Prime 33223 at position 103 (collision #3179)
🌟 COLLISION! Prime 33247 at position 127 (collision #3180)
🌟 COLLISION! Prime 33287 at position 167 (collision #3181)
🌟 COLLISION! Prime 33289 at position 169 (collision #3182)
🌟 COLLISION! Prime 33301 at position 181 (collision #3183)
🌟 COLLISION! Prime 33311 at position 191 (collision #3184)
🌟 COLLISION! Prime 33317 at position 197 (collision #3185)
🌟 COLLISION! Prime 33329 at position 209 (collision #3186)
🌟 COLLISION! Prime 33331 at position 211 (collision #3187)
🌟 COLLISION! Prime 33343 at position 223 (collision #3188)
🌟 COLLISION! Prime 33347 at position 227 (collision #3189)
🌟 COLLISION! Prime 33349 at position 229 (collision #3190)
🌟 COLLISION! Prime 33353 at position 233 (collision #3191)
🌟 COLLISION! Prime 33359 at position 239 (collision #3192)
🌟 COLLISION! Prime 33377 at position 257 (collision #3193)
🌟 COLLISION! Prime 33391 at position 271 (collision #3194)
🌟 COLLISION! Prime 33403 at position 283 (collision #3195)
🌟 COLLISION! Prime 33409 at position 289 (collision #3196)
🌟 COLLISION! Prime 33413 at position 293 (collision #3197)
🌟 COLLISION! Prime 33427 at position 307 (collision #3198)
🌟 COLLISION! Prime 33457 at position 337 (collision #3199)
🌟 COLLISION! Prime 33461 at position 341 (collision #3200)
🌟 COLLISION! Prime 33469 at position 349 (collision #3201)
🌟 COLLISION! Prime 33479 at position 359 (collision #3202)
🌟 COLLISION! Prime 33487 at position 7 (collision #3203)
🌟 COLLISION! Prime 33493 at position 13 (collision #3204)
🌟 COLLISION! Prime 33503 at position 23 (collision #3205)
🌟 COLLISION! Prime 33521 at position 41 (collision #3206)
🌟 COLLISION! Prime 33529 at position 49 (collision #3207)
🌟 COLLISION! Prime 33533 at position 53 (collision #3208)
🌟 COLLISION! Prime 33547 at position 67 (collision #3209)
🌟 COLLISION! Prime 33563 at position 83 (collision #3210)
🌟 COLLISION! Prime 33569 at position 89 (collision #3211)
🌟 COLLISION! Prime 33577 at position 97 (collision #3212)
🌟 COLLISION! Prime 33581 at position 101 (collision #3213)
🌟 COLLISION! Prime 33587 at position 107 (collision #3214)
🌟 COLLISION! Prime 33589 at position 109 (collision #3215)
🌟 COLLISION! Prime 33599 at position 119 (collision #3216)
🌟 COLLISION! Prime 33601 at position 121 (collision #3217)
🌟 COLLISION! Prime 33613 at position 133 (collision #3218)
🌟 COLLISION! Prime 33617 at position 137 (collision #3219)
🌟 COLLISION! Prime 33623 at position 143 (collision #3220)
🌟 COLLISION! Prime 33629 at position 149 (collision #3221)
🌟 COLLISION! Prime 33637 at position 157 (collision #3222)
🌟 COLLISION! Prime 33641 at position 161 (collision #3223)
🌟 COLLISION! Prime 33647 at position 167 (collision #3224)
🌟 COLLISION! Prime 33679 at position 199 (collision #3225)
🌟 COLLISION! Prime 33703 at position 223 (collision #3226)
🌟 COLLISION! Prime 33713 at position 233 (collision #3227)
🌟 COLLISION! Prime 33721 at position 241 (collision #3228)
🌟 COLLISION! Prime 33739 at position 259 (collision #3229)
🌟 COLLISION! Prime 33749 at position 269 (collision #3230)
🌟 COLLISION! Prime 33751 at position 271 (collision #3231)
🌟 COLLISION! Prime 33757 at position 277 (collision #3232)
🌟 COLLISION! Prime 33767 at position 287 (collision #3233)
🌟 COLLISION! Prime 33769 at position 289 (collision #3234)
🌟 COLLISION! Prime 33773 at position 293 (collision #3235)
🌟 COLLISION! Prime 33791 at position 311 (collision #3236)
🌟 COLLISION! Prime 33797 at position 317 (collision #3237)
🌟 COLLISION! Prime 33809 at position 329 (collision #3238)
🌟 COLLISION! Prime 33811 at position 331 (collision #3239)
🌟 COLLISION! Prime 33827 at position 347 (collision #3240)
🌟 COLLISION! Prime 33829 at position 349 (collision #3241)
🌟 COLLISION! Prime 33851 at position 11 (collision #3242)
🌟 COLLISION! Prime 33857 at position 17 (collision #3243)
🌟 COLLISION! Prime 33863 at position 23 (collision #3244)
🌟 COLLISION! Prime 33871 at position 31 (collision #3245)
🌟 COLLISION! Prime 33889 at position 49 (collision #3246)
🌟 COLLISION! Prime 33893 at position 53 (collision #3247)
🌟 COLLISION! Prime 33911 at position 71 (collision #3248)
🌟 COLLISION! Prime 33923 at position 83 (collision #3249)
🌟 COLLISION! Prime 33931 at position 91 (collision #3250)
🌟 COLLISION! Prime 33937 at position 97 (collision #3251)
🌟 COLLISION! Prime 33941 at position 101 (collision #3252)
🌟 COLLISION! Prime 33961 at position 121 (collision #3253)
🌟 COLLISION! Prime 33967 at position 127 (collision #3254)
🌟 COLLISION! Prime 33997 at position 157 (collision #3255)
🌟 COLLISION! Prime 34019 at position 179 (collision #3256)
🌟 COLLISION! Prime 34031 at position 191 (collision #3257)
🌟 COLLISION! Prime 34033 at position 193 (collision #3258)
🌟 COLLISION! Prime 34039 at position 199 (collision #3259)
🌟 COLLISION! Prime 34057 at position 217 (collision #3260)
🌟 COLLISION! Prime 34061 at position 221 (collision #3261)
🌟 COLLISION! Prime 34123 at position 283 (collision #3262)
🌟 COLLISION! Prime 34127 at position 287 (collision #3263)
🌟 COLLISION! Prime 34129 at position 289 (collision #3264)
🌟 COLLISION! Prime 34141 at position 301 (collision #3265)
🌟 COLLISION! Prime 34147 at position 307 (collision #3266)
🌟 COLLISION! Prime 34157 at position 317 (collision #3267)
🌟 COLLISION! Prime 34159 at position 319 (collision #3268)
🌟 COLLISION! Prime 34171 at position 331 (collision #3269)
🌟 COLLISION! Prime 34183 at position 343 (collision #3270)
🌟 COLLISION! Prime 34211 at position 11 (collision #3271)
🌟 COLLISION! Prime 34213 at position 13 (collision #3272)
🌟 COLLISION! Prime 34217 at position 17 (collision #3273)
🌟 COLLISION! Prime 34231 at position 31 (collision #3274)
🌟 COLLISION! Prime 34253 at position 53 (collision #3275)
🌟 COLLISION! Prime 34259 at position 59 (collision #3276)
🌟 COLLISION! Prime 34261 at position 61 (collision #3277)
🌟 COLLISION! Prime 34267 at position 67 (collision #3278)
🌟 COLLISION! Prime 34273 at position 73 (collision #3279)
🌟 COLLISION! Prime 34283 at position 83 (collision #3280)
🌟 COLLISION! Prime 34297 at position 97 (collision #3281)
🌟 COLLISION! Prime 34301 at position 101 (collision #3282)
🌟 COLLISION! Prime 34303 at position 103 (collision #3283)
🌟 COLLISION! Prime 34313 at position 113 (collision #3284)
🌟 COLLISION! Prime 34319 at position 119 (collision #3285)
🌟 COLLISION! Prime 34327 at position 127 (collision #3286)
🌟 COLLISION! Prime 34337 at position 137 (collision #3287)
🌟 COLLISION! Prime 34351 at position 151 (collision #3288)
🌟 COLLISION! Prime 34361 at position 161 (collision #3289)
🌟 COLLISION! Prime 34367 at position 167 (collision #3290)
🌟 COLLISION! Prime 34369 at position 169 (collision #3291)
🌟 COLLISION! Prime 34381 at position 181 (collision #3292)
🌟 COLLISION! Prime 34403 at position 203 (collision #3293)
🌟 COLLISION! Prime 34421 at position 221 (collision #3294)
🌟 COLLISION! Prime 34429 at position 229 (collision #3295)
🌟 COLLISION! Prime 34439 at position 239 (collision #3296)
🌟 COLLISION! Prime 34457 at position 257 (collision #3297)
🌟 COLLISION! Prime 34469 at position 269 (collision #3298)
🌟 COLLISION! Prime 34471 at position 271 (collision #3299)
🌟 COLLISION! Prime 34483 at position 283 (collision #3300)
🌟 COLLISION! Prime 34487 at position 287 (collision #3301)
🌟 COLLISION! Prime 34499 at position 299 (collision #3302)
🌟 COLLISION! Prime 34501 at position 301 (collision #3303)
🌟 COLLISION! Prime 34511 at position 311 (collision #3304)
🌟 COLLISION! Prime 34513 at position 313 (collision #3305)
🌟 COLLISION! Prime 34519 at position 319 (collision #3306)
🌟 COLLISION! Prime 34537 at position 337 (collision #3307)
🌟 COLLISION! Prime 34543 at position 343 (collision #3308)
🌟 COLLISION! Prime 34549 at position 349 (collision #3309)
🌟 COLLISION! Prime 34583 at position 23 (collision #3310)
🌟 COLLISION! Prime 34589 at position 29 (collision #3311)
🌟 COLLISION! Prime 34591 at position 31 (collision #3312)
🌟 COLLISION! Prime 34603 at position 43 (collision #3313)
🌟 COLLISION! Prime 34607 at position 47 (collision #3314)
🌟 COLLISION! Prime 34613 at position 53 (collision #3315)
🌟 COLLISION! Prime 34631 at position 71 (collision #3316)
🌟 COLLISION! Prime 34649 at position 89 (collision #3317)
🌟 COLLISION! Prime 34651 at position 91 (collision #3318)
🌟 COLLISION! Prime 34667 at position 107 (collision #3319)
🌟 COLLISION! Prime 34673 at position 113 (collision #3320)
🌟 COLLISION! Prime 34679 at position 119 (collision #3321)
🌟 COLLISION! Prime 34687 at position 127 (collision #3322)
🌟 COLLISION! Prime 34693 at position 133 (collision #3323)
🌟 COLLISION! Prime 34703 at position 143 (collision #3324)
🌟 COLLISION! Prime 34721 at position 161 (collision #3325)
🌟 COLLISION! Prime 34729 at position 169 (collision #3326)
🌟 COLLISION! Prime 34739 at position 179 (collision #3327)
🌟 COLLISION! Prime 34747 at position 187 (collision #3328)
🌟 COLLISION! Prime 34757 at position 197 (collision #3329)
🌟 COLLISION! Prime 34759 at position 199 (collision #3330)
🌟 COLLISION! Prime 34763 at position 203 (collision #3331)
🌟 COLLISION! Prime 34781 at position 221 (collision #3332)
🌟 COLLISION! Prime 34807 at position 247 (collision #3333)
🌟 COLLISION! Prime 34819 at position 259 (collision #3334)
🌟 COLLISION! Prime 34841 at position 281 (collision #3335)
🌟 COLLISION! Prime 34843 at position 283 (collision #3336)
🌟 COLLISION! Prime 34847 at position 287 (collision #3337)
🌟 COLLISION! Prime 34849 at position 289 (collision #3338)
🌟 COLLISION! Prime 34871 at position 311 (collision #3339)
🌟 COLLISION! Prime 34877 at position 317 (collision #3340)
🌟 COLLISION! Prime 34883 at position 323 (collision #3341)
🌟 COLLISION! Prime 34897 at position 337 (collision #3342)
🌟 COLLISION! Prime 34913 at position 353 (collision #3343)
🌟 COLLISION! Prime 34919 at position 359 (collision #3344)
🌟 COLLISION! Prime 34939 at position 19 (collision #3345)
🌟 COLLISION! Prime 34949 at position 29 (collision #3346)
🌟 COLLISION! Prime 34961 at position 41 (collision #3347)
🌟 COLLISION! Prime 34963 at position 43 (collision #3348)
🌟 COLLISION! Prime 34981 at position 61 (collision #3349)
🌟 COLLISION! Prime 35023 at position 103 (collision #3350)
🌟 COLLISION! Prime 35027 at position 107 (collision #3351)
🌟 COLLISION! Prime 35051 at position 131 (collision #3352)
🌟 COLLISION! Prime 35053 at position 133 (collision #3353)
🌟 COLLISION! Prime 35059 at position 139 (collision #3354)
🌟 COLLISION! Prime 35069 at position 149 (collision #3355)
🌟 COLLISION! Prime 35081 at position 161 (collision #3356)
🌟 COLLISION! Prime 35083 at position 163 (collision #3357)
🌟 COLLISION! Prime 35089 at position 169 (collision #3358)
🌟 COLLISION! Prime 35099 at position 179 (collision #3359)
🌟 COLLISION! Prime 35107 at position 187 (collision #3360)
🌟 COLLISION! Prime 35111 at position 191 (collision #3361)
🌟 COLLISION! Prime 35117 at position 197 (collision #3362)
🌟 COLLISION! Prime 35129 at position 209 (collision #3363)
🌟 COLLISION! Prime 35141 at position 221 (collision #3364)
🌟 COLLISION! Prime 35149 at position 229 (collision #3365)
🌟 COLLISION! Prime 35153 at position 233 (collision #3366)
🌟 COLLISION! Prime 35159 at position 239 (collision #3367)
🌟 COLLISION! Prime 35201 at position 281 (collision #3368)
🌟 COLLISION! Prime 35221 at position 301 (collision #3369)
🌟 COLLISION! Prime 35227 at position 307 (collision #3370)
🌟 COLLISION! Prime 35251 at position 331 (collision #3371)
🌟 COLLISION! Prime 35257 at position 337 (collision #3372)
🌟 COLLISION! Prime 35267 at position 347 (collision #3373)
🌟 COLLISION! Prime 35279 at position 359 (collision #3374)
🌟 COLLISION! Prime 35281 at position 1 (collision #3375)
🌟 COLLISION! Prime 35291 at position 11 (collision #3376)
🌟 COLLISION! Prime 35311 at position 31 (collision #3377)
🌟 COLLISION! Prime 35317 at position 37 (collision #3378)
🌟 COLLISION! Prime 35323 at position 43 (collision #3379)
🌟 COLLISION! Prime 35327 at position 47 (collision #3380)
🌟 COLLISION! Prime 35339 at position 59 (collision #3381)
🌟 COLLISION! Prime 35353 at position 73 (collision #3382)
🌟 COLLISION! Prime 35363 at position 83 (collision #3383)
🌟 COLLISION! Prime 35381 at position 101 (collision #3384)
🌟 COLLISION! Prime 35393 at position 113 (collision #3385)
🌟 COLLISION! Prime 35401 at position 121 (collision #3386)
🌟 COLLISION! Prime 35407 at position 127 (collision #3387)
🌟 COLLISION! Prime 35419 at position 139 (collision #3388)
🌟 COLLISION! Prime 35423 at position 143 (collision #3389)
🌟 COLLISION! Prime 35437 at position 157 (collision #3390)
🌟 COLLISION! Prime 35447 at position 167 (collision #3391)
🌟 COLLISION! Prime 35449 at position 169 (collision #3392)
🌟 COLLISION! Prime 35461 at position 181 (collision #3393)
🌟 COLLISION! Prime 35491 at position 211 (collision #3394)
🌟 COLLISION! Prime 35507 at position 227 (collision #3395)
🌟 COLLISION! Prime 35509 at position 229 (collision #3396)
🌟 COLLISION! Prime 35521 at position 241 (collision #3397)
🌟 COLLISION! Prime 35527 at position 247 (collision #3398)
🌟 COLLISION! Prime 35531 at position 251 (collision #3399)
🌟 COLLISION! Prime 35533 at position 253 (collision #3400)
🌟 COLLISION! Prime 35537 at position 257 (collision #3401)
🌟 COLLISION! Prime 35543 at position 263 (collision #3402)
🌟 COLLISION! Prime 35569 at position 289 (collision #3403)
🌟 COLLISION! Prime 35573 at position 293 (collision #3404)
🌟 COLLISION! Prime 35591 at position 311 (collision #3405)
🌟 COLLISION! Prime 35593 at position 313 (collision #3406)
🌟 COLLISION! Prime 35597 at position 317 (collision #3407)
🌟 COLLISION! Prime 35603 at position 323 (collision #3408)
🌟 COLLISION! Prime 35617 at position 337 (collision #3409)
🌟 COLLISION! Prime 35671 at position 31 (collision #3410)
🌟 COLLISION! Prime 35677 at position 37 (collision #3411)
🌟 COLLISION! Prime 35729 at position 89 (collision #3412)
🌟 COLLISION! Prime 35731 at position 91 (collision #3413)
🌟 COLLISION! Prime 35747 at position 107 (collision #3414)
🌟 COLLISION! Prime 35753 at position 113 (collision #3415)
🌟 COLLISION! Prime 35759 at position 119 (collision #3416)
🌟 COLLISION! Prime 35771 at position 131 (collision #3417)
🌟 COLLISION! Prime 35797 at position 157 (collision #3418)
🌟 COLLISION! Prime 35801 at position 161 (collision #3419)
🌟 COLLISION! Prime 35803 at position 163 (collision #3420)
🌟 COLLISION! Prime 35809 at position 169 (collision #3421)
🌟 COLLISION! Prime 35831 at position 191 (collision #3422)
🌟 COLLISION! Prime 35837 at position 197 (collision #3423)
🌟 COLLISION! Prime 35839 at position 199 (collision #3424)
🌟 COLLISION! Prime 35851 at position 211 (collision #3425)
🌟 COLLISION! Prime 35863 at position 223 (collision #3426)
🌟 COLLISION! Prime 35869 at position 229 (collision #3427)
🌟 COLLISION! Prime 35879 at position 239 (collision #3428)
🌟 COLLISION! Prime 35897 at position 257 (collision #3429)
🌟 COLLISION! Prime 35899 at position 259 (collision #3430)
🌟 COLLISION! Prime 35911 at position 271 (collision #3431)
🌟 COLLISION! Prime 35923 at position 283 (collision #3432)
🌟 COLLISION! Prime 35933 at position 293 (collision #3433)
🌟 COLLISION! Prime 35951 at position 311 (collision #3434)
🌟 COLLISION! Prime 35963 at position 323 (collision #3435)
🌟 COLLISION! Prime 35969 at position 329 (collision #3436)
🌟 COLLISION! Prime 35977 at position 337 (collision #3437)
🌟 COLLISION! Prime 35983 at position 343 (collision #3438)
🌟 COLLISION! Prime 35993 at position 353 (collision #3439)
🌟 COLLISION! Prime 35999 at position 359 (collision #3440)
🌟 COLLISION! Prime 36007 at position 7 (collision #3441)
🌟 COLLISION! Prime 36011 at position 11 (collision #3442)
🌟 COLLISION! Prime 36013 at position 13 (collision #3443)
🌟 COLLISION! Prime 36017 at position 17 (collision #3444)
🌟 COLLISION! Prime 36037 at position 37 (collision #3445)
🌟 COLLISION! Prime 36061 at position 61 (collision #3446)
🌟 COLLISION! Prime 36067 at position 67 (collision #3447)
🌟 COLLISION! Prime 36073 at position 73 (collision #3448)
🌟 COLLISION! Prime 36083 at position 83 (collision #3449)
🌟 COLLISION! Prime 36097 at position 97 (collision #3450)
🌟 COLLISION! Prime 36107 at position 107 (collision #3451)
🌟 COLLISION! Prime 36109 at position 109 (collision #3452)
🌟 COLLISION! Prime 36131 at position 131 (collision #3453)
🌟 COLLISION! Prime 36137 at position 137 (collision #3454)
🌟 COLLISION! Prime 36151 at position 151 (collision #3455)
🌟 COLLISION! Prime 36161 at position 161 (collision #3456)
🌟 COLLISION! Prime 36187 at position 187 (collision #3457)
🌟 COLLISION! Prime 36191 at position 191 (collision #3458)
🌟 COLLISION! Prime 36209 at position 209 (collision #3459)
🌟 COLLISION! Prime 36217 at position 217 (collision #3460)
🌟 COLLISION! Prime 36229 at position 229 (collision #3461)
🌟 COLLISION! Prime 36241 at position 241 (collision #3462)
🌟 COLLISION! Prime 36251 at position 251 (collision #3463)
🌟 COLLISION! Prime 36263 at position 263 (collision #3464)
🌟 COLLISION! Prime 36269 at position 269 (collision #3465)
🌟 COLLISION! Prime 36277 at position 277 (collision #3466)
🌟 COLLISION! Prime 36293 at position 293 (collision #3467)
🌟 COLLISION! Prime 36299 at position 299 (collision #3468)
🌟 COLLISION! Prime 36307 at position 307 (collision #3469)
🌟 COLLISION! Prime 36313 at position 313 (collision #3470)
🌟 COLLISION! Prime 36319 at position 319 (collision #3471)
🌟 COLLISION! Prime 36341 at position 341 (collision #3472)
🌟 COLLISION! Prime 36343 at position 343 (collision #3473)
🌟 COLLISION! Prime 36353 at position 353 (collision #3474)
🌟 COLLISION! Prime 36373 at position 13 (collision #3475)
🌟 COLLISION! Prime 36383 at position 23 (collision #3476)
🌟 COLLISION! Prime 36389 at position 29 (collision #3477)
🌟 COLLISION! Prime 36433 at position 73 (collision #3478)
🌟 COLLISION! Prime 36451 at position 91 (collision #3479)
🌟 COLLISION! Prime 36457 at position 97 (collision #3480)
🌟 COLLISION! Prime 36467 at position 107 (collision #3481)
🌟 COLLISION! Prime 36469 at position 109 (collision #3482)
🌟 COLLISION! Prime 36473 at position 113 (collision #3483)
🌟 COLLISION! Prime 36479 at position 119 (collision #3484)
🌟 COLLISION! Prime 36493 at position 133 (collision #3485)
🌟 COLLISION! Prime 36497 at position 137 (collision #3486)
🌟 COLLISION! Prime 36523 at position 163 (collision #3487)
🌟 COLLISION! Prime 36527 at position 167 (collision #3488)
🌟 COLLISION! Prime 36529 at position 169 (collision #3489)
🌟 COLLISION! Prime 36541 at position 181 (collision #3490)
🌟 COLLISION! Prime 36551 at position 191 (collision #3491)
🌟 COLLISION! Prime 36559 at position 199 (collision #3492)
🌟 COLLISION! Prime 36563 at position 203 (collision #3493)
🌟 COLLISION! Prime 36571 at position 211 (collision #3494)
🌟 COLLISION! Prime 36583 at position 223 (collision #3495)
🌟 COLLISION! Prime 36587 at position 227 (collision #3496)
🌟 COLLISION! Prime 36599 at position 239 (collision #3497)
🌟 COLLISION! Prime 36607 at position 247 (collision #3498)
🌟 COLLISION! Prime 36629 at position 269 (collision #3499)
🌟 COLLISION! Prime 36637 at position 277 (collision #3500)
🌟 COLLISION! Prime 36643 at position 283 (collision #3501)
🌟 COLLISION! Prime 36653 at position 293 (collision #3502)
🌟 COLLISION! Prime 36671 at position 311 (collision #3503)
🌟 COLLISION! Prime 36677 at position 317 (collision #3504)
🌟 COLLISION! Prime 36683 at position 323 (collision #3505)
🌟 COLLISION! Prime 36691 at position 331 (collision #3506)
🌟 COLLISION! Prime 36697 at position 337 (collision #3507)
🌟 COLLISION! Prime 36709 at position 349 (collision #3508)
🌟 COLLISION! Prime 36713 at position 353 (collision #3509)
🌟 COLLISION! Prime 36721 at position 1 (collision #3510)
🌟 COLLISION! Prime 36739 at position 19 (collision #3511)
🌟 COLLISION! Prime 36749 at position 29 (collision #3512)
🌟 COLLISION! Prime 36761 at position 41 (collision #3513)
🌟 COLLISION! Prime 36767 at position 47 (collision #3514)
🌟 COLLISION! Prime 36779 at position 59 (collision #3515)
🌟 COLLISION! Prime 36781 at position 61 (collision #3516)
🌟 COLLISION! Prime 36787 at position 67 (collision #3517)
🌟 COLLISION! Prime 36791 at position 71 (collision #3518)
🌟 COLLISION! Prime 36793 at position 73 (collision #3519)
🌟 COLLISION! Prime 36809 at position 89 (collision #3520)
🌟 COLLISION! Prime 36821 at position 101 (collision #3521)
🌟 COLLISION! Prime 36833 at position 113 (collision #3522)
🌟 COLLISION! Prime 36847 at position 127 (collision #3523)
🌟 COLLISION! Prime 36857 at position 137 (collision #3524)
🌟 COLLISION! Prime 36871 at position 151 (collision #3525)
🌟 COLLISION! Prime 36877 at position 157 (collision #3526)
🌟 COLLISION! Prime 36887 at position 167 (collision #3527)
🌟 COLLISION! Prime 36899 at position 179 (collision #3528)
🌟 COLLISION! Prime 36901 at position 181 (collision #3529)
🌟 COLLISION! Prime 36913 at position 193 (collision #3530)
🌟 COLLISION! Prime 36919 at position 199 (collision #3531)
🌟 COLLISION! Prime 36923 at position 203 (collision #3532)
🌟 COLLISION! Prime 36929 at position 209 (collision #3533)
🌟 COLLISION! Prime 36931 at position 211 (collision #3534)
🌟 COLLISION! Prime 36943 at position 223 (collision #3535)
🌟 COLLISION! Prime 36947 at position 227 (collision #3536)
🌟 COLLISION! Prime 36973 at position 253 (collision #3537)
🌟 COLLISION! Prime 36979 at position 259 (collision #3538)
🌟 COLLISION! Prime 36997 at position 277 (collision #3539)
🌟 COLLISION! Prime 37003 at position 283 (collision #3540)
🌟 COLLISION! Prime 37013 at position 293 (collision #3541)
🌟 COLLISION! Prime 37019 at position 299 (collision #3542)
🌟 COLLISION! Prime 37021 at position 301 (collision #3543)
🌟 COLLISION! Prime 37039 at position 319 (collision #3544)
🌟 COLLISION! Prime 37049 at position 329 (collision #3545)
🌟 COLLISION! Prime 37057 at position 337 (collision #3546)
🌟 COLLISION! Prime 37061 at position 341 (collision #3547)
🌟 COLLISION! Prime 37087 at position 7 (collision #3548)
🌟 COLLISION! Prime 37097 at position 17 (collision #3549)
