n,is_prime,was_skipped,z1_score,z4_score
46746,0,False,0.2884003795107092,1.131024785452043
46747,1,False,0.2739803605351738,1.0744735461794408
46748,0,True,3.2350547705579062,15.138116180960246
46749,0,False,1.6175273852789531,7.569058090480123
46750,0,False,1.0783515901859688,5.046038726986749
46751,1,False,0.8087636926394766,3.7845290452400615
46752,0,True,5.660864097343025,22.010756090511773
46753,0,True,2.8304320486715127,11.005378045255886
46754,0,True,1.8869546991143418,7.336918696837257
46755,0,False,1.4152160243357563,5.502689022627943
46756,0,False,1.132172819468605,4.402151218102354
46757,1,False,0.9434773495571709,3.6684593484186285
46758,0,True,2.1894528447611443,12.318496637492249
46759,0,False,1.0947264223805722,6.159248318746124
46760,0,False,0.7298176149203814,4.106165545830749
46761,0,False,0.5473632111902861,3.079624159373062
46762,0,False,0.43789056895222883,2.4636993274984498
46763,0,False,0.3649088074601907,2.0530827729153747
46764,0,False,0.3127789778230206,1.7597852339274642
46765,0,False,0.27368160559514304,1.539812079686531
46766,0,False,0.24327253830679382,1.36872184861025
46767,0,False,0.21894528447611442,1.2318496637492249
46768,0,False,0.19904116770555855,1.1198633306811134
46769,1,False,0.18245440373009536,1.0265413864576873
46770,0,True,2.2682675563450534,12.524517328314191
46771,1,False,1.1341337781725267,6.262258664157096
46772,0,True,3.4042456662596927,15.608621934166885
46773,0,True,1.7021228331298464,7.804310967083443
46774,0,False,1.1347485554198977,5.202873978055629
46775,0,False,0.8510614165649232,3.9021554835417214
46776,0,False,0.6808491332519386,3.1217243868333773
46777,0,False,0.5673742777099489,2.6014369890278144
46778,0,False,0.48632080946567036,2.229803133452412
46779,0,False,0.4255307082824616,1.9510777417708607
46780,0,False,0.37824951847329924,1.7342913260185429
46781,0,False,0.3404245666259693,1.5608621934166886
46782,0,False,0.30947687875088115,1.4189656303788079
46783,0,False,0.28368713885497443,1.3007184945139072
46784,0,False,0.2618650512507456,1.200663225705145
46785,0,False,0.24316040473283518,1.114901566726206
46786,0,False,0.22694971108397952,1.0405747956111258
46787,0,False,0.2127653541412308,0.9755388708854303
46788,0,False,0.20024974507409957,0.9181542314215815
46789,0,False,0.18912475923664962,0.8671456630092714
46790,0,False,0.17917082453998384,0.8215064175877309
46791,0,False,0.17021228331298466,0.7804310967083443
46792,0,False,0.1621069364885568,0.743267711150804
46793,0,False,0.15473843937544057,0.7094828151894039
46794,0,False,0.14801068114172578,0.6786357362681255
46795,0,False,0.14184356942748721,0.6503592472569536
46796,0,False,0.1361698266503877,0.6243448773666754
46797,0,False,0.1309325256253728,0.6003316128525725
46798,0,False,0.12608317282443307,0.5780971086728476
46799,0,False,0.12158020236641759,0.557450783363103
46800,0,False,0.11738778159516182,0.5382283425574788
46801,0,False,0.11347485554198976,0.5202873978055629
46802,0,False,0.10981437633095784,0.5035039333602221
46803,0,False,0.1063826770706154,0.48776943544271517
46804,0,False,0.10315895958362706,0.4729885434596026
46805,0,False,0.10012487253704978,0.45907711571079074
46806,0,False,0.0972641618931341,0.4459606266904825
46807,1,False,0.09456237961832481,0.4335728315046357
46808,0,True,3.6593312701724585,16.322375959249122
46809,0,True,1.8296656350862293,8.161187979624561
46810,0,False,1.2197770900574862,5.440791986416373
46811,1,False,0.9148328175431146,4.0805939898122805
46812,0,True,6.1135878548735505,23.315306339452203
46813,0,True,3.0567939274367752,11.657653169726101
46814,0,True,2.037862618291183,7.771768779817401
46815,0,False,1.5283969637183876,5.828826584863051
46816,0,False,1.22271757097471,4.66306126789044
46817,1,False,1.0189313091455916,3.8858843899087003
46818,0,True,2.5871834421752196,13.37240742387587
46819,1,False,1.2935917210876098,6.686203711937935
46820,0,True,3.7446561680777526,16.562146696764486
